node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,status,notes
SeaWorldHomeStage::checkpoint::obj2621,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,checkpoint,StageData,,,obj2621,Checkpoint obj2621,-21750.000,4950.000,-1050.000,0;1;2;3,needs_name,Raw UnitConfigName=CheckpointFlag.
SeaWorldHomeStage::entrance::CostumeEventSeaWorld::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,CostumeEventSeaWorld,home_in,obj1385,Home entrance: CostumeEventSeaWorld,-15000.000,550.000,-2300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SeaWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.
SeaWorldHomeStage::entrance::CostumeEventSeaWorld::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,CostumeEventSeaWorld,home_out,obj1385,Home return: CostumeEventSeaWorld,-15000.000,550.000,-2300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SeaWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.
SeaWorldHomeStage::entrance::PukupukuCaveGoal::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB:excluded,PukupukuCaveGoal,home_out,,Home return: PukupukuCaveGoal,,,,,excluded,Links to SeaWorldUtsuboCaveStage.
SeaWorldHomeStage::entrance::PukupukuCaveStart::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB:excluded,PukupukuCaveStart,home_in,,Home entrance: PukupukuCaveStart,,,,,excluded,Links to SeaWorldUtsuboCaveStage.
SeaWorldHomeStage::entrance::RoomEventWorldSea::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,RoomEventWorldSea,home_in,,Home entrance: RoomEventWorldSea,,,,,generated,Links to SeaWorldSneakingManStage.
SeaWorldHomeStage::entrance::RoomEventWorldSea::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,RoomEventWorldSea,home_out,,Home return: RoomEventWorldSea,,,,,generated,Links to SeaWorldSneakingManStage.
SeaWorldHomeStage::entrance::SeaWorldEX1a::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldEX1a,home_in,,Home entrance: SeaWorldEX1a,,,,,generated,Links to WaterValleyExStage.
SeaWorldHomeStage::entrance::SeaWorldEX1b::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldEX1b,home_out,,Home return: SeaWorldEX1b,,,,,generated,Links to WaterValleyExStage.
SeaWorldHomeStage::entrance::SeaWorldEX2::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldEX2,home_in,obj2080,Home entrance: SeaWorldEX2,-11800.000,1945.786,-2300.000,0;1;2;3,generated,Links to CloudExStage. StageData anchor UnitConfigName=BazookaElectric.
SeaWorldHomeStage::entrance::SeaWorldEX2Return::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldEX2Return,home_out,,Home return: SeaWorldEX2Return,,,,,generated,Links to CloudExStage.
SeaWorldHomeStage::entrance::SeaWorldEX3a::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldEX3a,home_in,,Home entrance: SeaWorldEX3a,,,,,generated,Links to SenobiTowerExStage.
SeaWorldHomeStage::entrance::SeaWorldEX3b::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldEX3b,home_out,,Home return: SeaWorldEX3b,,,,,generated,Links to SenobiTowerExStage.
SeaWorldHomeStage::entrance::SeaWorldMoonEX1a::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldMoonEX1a,home_in,obj2629,Home entrance: SeaWorldMoonEX1a,15500.000,-1035.000,-12300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to ReflectBombExStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldHomeStage::entrance::SeaWorldMoonEX1b::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldMoonEX1b,home_out,obj2630,Home return: SeaWorldMoonEX1b,15500.000,-1150.000,-11700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to ReflectBombExStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldHomeStage::entrance::SeaWorldMoonEX2::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldMoonEX2,home_in,obj2372,Home entrance: SeaWorldMoonEX2,-20950.000,-750.000,-24450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to TogezoRotateExStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldHomeStage::entrance::SeaWorldMoonEX2::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,SeaWorldMoonEX2,home_out,obj2372,Home return: SeaWorldMoonEX2,-20950.000,-750.000,-24450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to TogezoRotateExStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldHomeStage::entrance::TreasureEventWorldSea::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,TreasureEventWorldSea,home_in,,Home entrance: TreasureEventWorldSea,,,,,generated,Links to SeaWorldSecretStage.
SeaWorldHomeStage::entrance::TreasureEventWorldSea::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,TreasureEventWorldSea,home_out,,Home return: TreasureEventWorldSea,,,,,generated,Links to SeaWorldSecretStage.
SeaWorldHomeStage::entrance::shindo_Lv2::home_in,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,shindo_Lv2,home_in,obj3018,Home entrance: shindo_Lv2,-3000.000,975.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SeaWorldVibrationStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldHomeStage::entrance::shindo_Lv2::home_out,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,home_entrance,EntranceDB,shindo_Lv2,home_out,obj3018,Home return: shindo_Lv2,-3000.000,975.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SeaWorldVibrationStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldHomeStage::stage_change::Come::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,Come,raw,obj1672,Stage Change Come,-20750.000,5250.000,-550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=WorldWarpHole.
SeaWorldHomeStage::stage_change::CostumeEventSeaWorld::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,CostumeEventSeaWorld,raw,obj1385,Stage Change CostumeEventSeaWorld,-15000.000,550.000,-2300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DoorWarpStageChange. Target=SeaWorldCostumeStage.
SeaWorldHomeStage::stage_change::GiantWanderBoss::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,GiantWanderBoss,raw,obj2562,Stage Change GiantWanderBoss,0.000,752.057,0.000,0,needs_name,Raw UnitConfigName=PlayerStartObjNoLink.
SeaWorldHomeStage::stage_change::Go::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,Go,raw,obj2055,Stage Change Go,0.000,3500.000,-20700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=WorldWarpHole.
SeaWorldHomeStage::stage_change::SeaWorldEX2::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldEX2,raw,obj2080,Stage Change SeaWorldEX2,-11800.000,1945.786,-2300.000,0;1;2;3,needs_name,Raw UnitConfigName=BazookaElectric. Target=CloudExStage.
SeaWorldHomeStage::stage_change::SeaWorldMoonEX1a::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldMoonEX1a,raw,obj2629,Stage Change SeaWorldMoonEX1a,15500.000,-1035.000,-12300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=ReflectBombExStage.
SeaWorldHomeStage::stage_change::SeaWorldMoonEX1b::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldMoonEX1b,raw,obj2630,Stage Change SeaWorldMoonEX1b,15500.000,-1150.000,-11700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=ReflectBombExStage.
SeaWorldHomeStage::stage_change::SeaWorldMoonEX2::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldMoonEX2,raw,obj2372,Stage Change SeaWorldMoonEX2,-20950.000,-750.000,-24450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=TogezoRotateExStage.
SeaWorldHomeStage::stage_change::SeaWorldRacemanStart::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldRacemanStart,raw,obj2804,Stage Change SeaWorldRacemanStart,7350.000,550.000,-28900.000,2;3,needs_name,Raw UnitConfigName=PlayerStartObjNoLink.
SeaWorldHomeStage::stage_change::StartPoint::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,StartPoint,raw,obj252,Stage Change StartPoint,0.000,752.057,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=PlayerActorHakoniwa.
SeaWorldHomeStage::stage_change::shindo_Lv2::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,shindo_Lv2,raw,obj3018,Stage Change shindo_Lv2,-3000.000,975.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldVibrationStage.
SeaWorldHomeStage::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SeaWorldHomeStage::event::MoonRockActive_Seaside,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,state_event,StageData:progression_events,,,obj1374,Moon Rock,-13624.265,543.526,-5075.736,3,todo,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj1374.
SeaWorldHomeStage::event::WorldPeace_Seaside,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,state_event,progression_events,,,,Seaside Kingdom World Peace,,,,,todo,Fill the story moons/bosses that must be completed for world peace in this kingdom.
SeaWorldLavaZone::checkpoint::obj182,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,checkpoint,StageData,,,obj182,Checkpoint obj182,15303.553,2050.000,-27060.661,0;1;2;3,needs_name,Raw UnitConfigName=CheckpointFlag.
SeaWorldLavaZone::stage_change::SeaWorldEX3a::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldEX3a,raw,obj512,Stage Change SeaWorldEX3a,14596.447,-1050.000,-25363.604,0;1;2;3,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SenobiTowerExStage.
SeaWorldLavaZone::stage_change::SeaWorldEX3b::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,SeaWorldEX3b,raw,obj537,Stage Change SeaWorldEX3b,14172.182,-950.000,-24939.340,0;1;2;3,needs_name,Raw UnitConfigName=DokanStageChange. Target=SenobiTowerExStage.
SeaWorldLavaZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldLavaZone,14950.000,450.000,-26000.000,,seed,Embedded map landmark from SeaWorldLavaZone.
SeaWorldLighthouseZone::checkpoint::obj212,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,checkpoint,StageData,,,obj212,Checkpoint obj212,-18390.000,4450.000,-19675.000,0;1;2;3,needs_name,Raw UnitConfigName=CheckpointFlag.
SeaWorldLighthouseZone::stage_change::PukupukuCaveGoal::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,PukupukuCaveGoal,raw,obj252,Stage Change PukupukuCaveGoal,-18500.000,4250.000,-20700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldUtsuboCaveStage.
SeaWorldLighthouseZone::stage_change::PukupukuCaveStart::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,PukupukuCaveStart,raw,obj328,Stage Change PukupukuCaveStart,-16100.000,-2100.000,-30300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldUtsuboCaveStage.
SeaWorldLighthouseZone::stage_change::RoomEventWorldSea::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,RoomEventWorldSea,raw,obj342,Stage Change RoomEventWorldSea,-18200.000,-1750.000,-24300.000,0;1;2;3,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldSneakingManStage.
SeaWorldLighthouseZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldLighthouseZone,-17400.000,650.000,-20700.000,,seed,Embedded map landmark from SeaWorldLighthouseZone.
SeaWorldLongReefZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldLongReefZone,13400.000,450.000,-13700.000,,seed,Embedded map landmark from SeaWorldLongReefZone.
SeaWorldSecretStage::stage_change::TreasureEventWorldSea::raw,Seaside Kingdom,SeaWorldSecretStage,Sphynx Treasure Vault,subarea,stage_change,StageData,TreasureEventWorldSea,raw,obj6,Stage Change TreasureEventWorldSea,0.000,-100.000,1375.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldHomeStage.
SeaWorldSecretStage::start,Seaside Kingdom,SeaWorldSecretStage,Sphynx Treasure Vault,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SeaWorldSecretStage::entrance::TreasureEventWorldSea::sub_far,Seaside Kingdom,SeaWorldSecretStage,Sphynx Treasure Vault,subarea,substage_entrance,EntranceDB,TreasureEventWorldSea,sub_far,obj6,Substage far side: TreasureEventWorldSea,0.000,-100.000,1375.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SeaWorldSecretStage::entrance::TreasureEventWorldSea::sub_near,Seaside Kingdom,SeaWorldSecretStage,Sphynx Treasure Vault,subarea,substage_entrance,EntranceDB,TreasureEventWorldSea,sub_near,obj6,Substage near side: TreasureEventWorldSea,0.000,-100.000,1375.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SeaWorldSneakingManStage::stage_change::RoomEventWorldSea::raw,Seaside Kingdom,SeaWorldSneakingManStage,Wriggling Power Moon,subarea,stage_change,StageData,RoomEventWorldSea,raw,obj6,Stage Change RoomEventWorldSea,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldHomeStage.
SeaWorldSneakingManStage::start,Seaside Kingdom,SeaWorldSneakingManStage,Wriggling Power Moon,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SeaWorldSneakingManStage::entrance::RoomEventWorldSea::sub_far,Seaside Kingdom,SeaWorldSneakingManStage,Wriggling Power Moon,subarea,substage_entrance,EntranceDB,RoomEventWorldSea,sub_far,obj6,Substage far side: RoomEventWorldSea,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SeaWorldSneakingManStage::entrance::RoomEventWorldSea::sub_near,Seaside Kingdom,SeaWorldSneakingManStage,Wriggling Power Moon,subarea,substage_entrance,EntranceDB,RoomEventWorldSea,sub_near,obj6,Substage near side: RoomEventWorldSea,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SeaWorldSphinxQuizZone::stage_change::TreasureEventWorldSea::raw,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,stage_change,StageData,TreasureEventWorldSea,raw,obj28,Stage Change TreasureEventWorldSea,600.000,-7450.000,-33000.000,0;1;2;3,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldSecretStage.
SeaWorldSphinxQuizZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldSphinxQuizZone,600.000,-6750.000,-31800.000,,seed,Embedded map landmark from SeaWorldSphinxQuizZone.
SeaWorldUnderGlassZone::checkpoint::obj153,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,checkpoint,StageData,,,obj153,Checkpoint obj153,1591.000,555.362,-17312.000,0;1;2;3,needs_name,Raw UnitConfigName=CheckpointFlag.
SeaWorldUnderGlassZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldUnderGlassZone,0.000,650.000,-20700.000,,seed,Embedded map landmark from SeaWorldUnderGlassZone.
SeaWorldUtsuboCaveStage::stage_change::PukupukuCaveGoal::raw,Seaside Kingdom,SeaWorldUtsuboCaveStage,Underwater Tunnel,subarea,stage_change,StageData,PukupukuCaveGoal,raw,obj511,Stage Change PukupukuCaveGoal,-1100.000,2200.000,-32950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldHomeStage.
SeaWorldUtsuboCaveStage::stage_change::PukupukuCaveStart::raw,Seaside Kingdom,SeaWorldUtsuboCaveStage,Underwater Tunnel,subarea,stage_change,StageData,PukupukuCaveStart,raw,obj466,Stage Change PukupukuCaveStart,0.000,3600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldHomeStage.
SeaWorldUtsuboCaveStage::start,Seaside Kingdom,SeaWorldUtsuboCaveStage,Underwater Tunnel,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SeaWorldUtsuboCaveStage::entrance::PukupukuCaveGoal::sub_far,Seaside Kingdom,SeaWorldUtsuboCaveStage,Underwater Tunnel,subarea,substage_entrance,EntranceDB:excluded,PukupukuCaveGoal,sub_far,obj511,Substage far side: PukupukuCaveGoal,-1100.000,2200.000,-32950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldUtsuboCaveStage::entrance::PukupukuCaveStart::sub_near,Seaside Kingdom,SeaWorldUtsuboCaveStage,Underwater Tunnel,subarea,substage_entrance,EntranceDB:excluded,PukupukuCaveStart,sub_near,obj466,Substage near side: PukupukuCaveStart,0.000,3600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SeaWorldUtsuboDenZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldUtsuboDenZone,17600.000,-1750.000,-33100.000,,seed,Embedded map landmark from SeaWorldUtsuboDenZone.
SeaWorldVibrationStage::stage_change::shindo_Lv2::raw,Seaside Kingdom,SeaWorldVibrationStage,Rumbling Floor Cave,subarea,stage_change,StageData,shindo_Lv2,raw,obj17,Stage Change shindo_Lv2,-800.000,100.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldHomeStage.
SeaWorldVibrationStage::start,Seaside Kingdom,SeaWorldVibrationStage,Rumbling Floor Cave,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SeaWorldVibrationStage::entrance::shindo_Lv2::sub_far,Seaside Kingdom,SeaWorldVibrationStage,Rumbling Floor Cave,subarea,substage_entrance,EntranceDB,shindo_Lv2,sub_far,obj17,Substage far side: shindo_Lv2,-800.000,100.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldVibrationStage::entrance::shindo_Lv2::sub_near,Seaside Kingdom,SeaWorldVibrationStage,Rumbling Floor Cave,subarea,substage_entrance,EntranceDB,shindo_Lv2,sub_near,obj17,Substage near side: shindo_Lv2,-800.000,100.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
SeaWorldWallCaveCenterZone::start,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,custom_place,embedded_zone,,,,SeaWorldWallCaveCenterZone,-6750.000,1150.000,100.000,,seed,Embedded map landmark from SeaWorldWallCaveCenterZone.
SenobiTowerExStage::stage_change::SeaWorldEX3a::raw,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,stage_change,StageData,SeaWorldEX3a,raw,obj287,Stage Change SeaWorldEX3a,3550.000,-1500.000,-400.000,0,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldHomeStage.
SenobiTowerExStage::stage_change::SeaWorldEX3b::raw,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,stage_change,StageData,SeaWorldEX3b,raw,obj253,Stage Change SeaWorldEX3b,-9404.521,8000.000,-11879.394,0,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldHomeStage.
SenobiTowerExStage::start,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SenobiTowerExStage::entrance::SeaWorldEX3a::sub_near,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,substage_entrance,EntranceDB,SeaWorldEX3a,sub_near,obj287,Substage near side: SeaWorldEX3a,3550.000,-1500.000,-400.000,0,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SenobiTowerExStage::entrance::SeaWorldEX3b::sub_far,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,substage_entrance,EntranceDB,SeaWorldEX3b,sub_far,obj253,Substage far side: SeaWorldEX3b,-9404.521,8000.000,-11879.394,0,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
TogezoRotateExStage::stage_change::SeaWorldMoonEX2::raw,Seaside Kingdom,TogezoRotateExStage,Spinning Maze,subarea,stage_change,StageData,SeaWorldMoonEX2,raw,obj503,Stage Change SeaWorldMoonEX2,-27200.000,-800.000,3500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldHomeStage.
TogezoRotateExStage::start,Seaside Kingdom,TogezoRotateExStage,Spinning Maze,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
TogezoRotateExStage::entrance::SeaWorldMoonEX2::sub_far,Seaside Kingdom,TogezoRotateExStage,Spinning Maze,subarea,substage_entrance,EntranceDB,SeaWorldMoonEX2,sub_far,obj503,Substage far side: SeaWorldMoonEX2,-27200.000,-800.000,3500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
TogezoRotateExStage::entrance::SeaWorldMoonEX2::sub_near,Seaside Kingdom,TogezoRotateExStage,Spinning Maze,subarea,substage_entrance,EntranceDB,SeaWorldMoonEX2,sub_near,obj503,Substage near side: SeaWorldMoonEX2,-27200.000,-800.000,3500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
WaterValleyExStage::stage_change::SeaWorldEX1a::raw,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,stage_change,StageData,SeaWorldEX1a,raw,obj1550,Stage Change SeaWorldEX1a,-1700.000,100.000,350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SeaWorldHomeStage.
WaterValleyExStage::stage_change::SeaWorldEX1b::raw,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,stage_change,StageData,SeaWorldEX1b,raw,obj801,Stage Change SeaWorldEX1b,850.000,-8500.000,-40950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SeaWorldHomeStage.
WaterValleyExStage::start,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
WaterValleyExStage::entrance::SeaWorldEX1a::sub_near,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,substage_entrance,EntranceDB,SeaWorldEX1a,sub_near,obj1550,Substage near side: SeaWorldEX1a,-1700.000,100.000,350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
WaterValleyExStage::entrance::SeaWorldEX1b::sub_far,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,substage_entrance,EntranceDB,SeaWorldEX1b,sub_far,obj801,Substage far side: SeaWorldEX1b,850.000,-8500.000,-40950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SeaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
