stage,point_type,identifier,target_stage,obj_id,unit_config_name,x,y,z,scenario_indices,source_archive,source_file
Special1WorldHomeStage,stage_change,StartPos,,obj191,PlayerStartObjNoLink,-18950.000,15034.662,25000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,BikeSteelNoCapEx_Exit,BikeSteelNoCapExStage,obj388,DokanStageChange,6300.000,-200.000,950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,PackunPoisonNoCapEx_Exit,PackunPoisonNoCapExStage,obj389,DokanStageChange,3050.000,-2700.000,5900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,GK_Respawn,,obj490,PlayerStartObjNoLink,3850.000,800.000,2200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,KillerRoadNoCapEx,KillerRoadNoCapExStage,obj153,DoorAreaChangeCap,-21800.000,14334.050,24992.500,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,BikeSteelNoCapEx,BikeSteelNoCapExStage,obj162,DoorAreaChangeCap,5700.000,-200.000,1400.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,ShootingCityYoshiEx,ShootingCityYoshiExStage,obj199,DokanStageChange,2300.000,-2300.000,5700.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,PackunPoisonNoCapEx,PackunPoisonNoCapExStage,obj268,DoorAreaChangeCap,3350.000,-2800.000,5900.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,SenobiTowerYoshiEx,SenobiTowerYoshiExStage,obj269,DokanStageChange,1750.000,-2000.000,5000.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,LavaWorldUpDownYoshiEx,LavaWorldUpDownYoshiExStage,obj311,DokanStageChange,-450.000,-650.000,10350.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,SenobiTowerYoshiEx_Exit,SenobiTowerYoshiExStage,obj390,DokanStageChange,1600.000,-800.000,5350.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,LavaWorldUpDownYoshiEx_Exit,LavaWorldUpDownYoshiExStage,obj391,DokanStageChange,-450.000,-800.000,8550.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,ShootingCityYoshiEx_Exit,ShootingCityYoshiExStage,obj392,DokanStageChange,2850.000,-2300.000,5450.000,1,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
WaterfallWorldHomeStage,checkpoint,obj597,,obj597,CheckpointFlag,12940.055,544.752,4737.616,0;1;7,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,checkpoint,obj601,,obj601,CheckpointFlag,989.950,6014.098,-1484.924,0;1;2;3;6;7,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,checkpoint,obj1724,,obj1724,CheckpointFlag,-3252.691,3200.000,-1414.214,0;1;2;3;6;7,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,checkpoint,obj2832,,obj2832,CheckpointFlag,5020.458,8850.000,10394.470,0;1;2;3;6;7,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,checkpoint,obj3139,,obj3139,CheckpointFlag,4101.219,3248.754,6646.804,0;1;2;3;6;7,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,start,,obj1135,PlayerActorHakoniwa,13900.000,588.494,5700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,Come,,obj1034,WorldWarpHole,5515.433,8850.000,9899.495,0;1;2;3;4;5;6,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,Go,,obj1035,WorldWarpHole,200.000,1017.547,-1750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,WanwanExStart,WanwanClashExStage,obj2131,DokanStageChange,-10594.469,3590.000,-1219.239,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,WanwanExGoal,,obj2132,DokanStageChange,-10983.378,3203.997,-1890.990,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,WindBlowExStart,WindBlowExStage,obj2703,DokanStageChange,-388.909,1650.000,4419.417,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,WindBlowExGoal,,obj2705,DokanStageChange,-176.777,1650.000,4419.417,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,CapAppearExEnt,CapAppearExStage,obj3256,DokanStageChange,-5374.011,3267.029,-1484.924,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,CapAppearExExit,,obj2451,DokanStageChange,-5091.169,3215.388,-1202.082,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,Lift2DExit,,obj3221,DokanStageChange,174.264,2611.209,-2578.427,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,Lift2D,Lift2DExStage,obj9902432,DokanStageChange,704.594,2600.000,-3108.757,0;4;5;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,RexPoppunEx,TrexPoppunExStage,obj9902448,DokanStageChange,4702.260,2250.000,8237.794,0;4;5;7;8;9;10;11;12;13;14,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,Lift2D,Lift2DExStage,obj2432,ChangeStageArea,1244.050,2550.000,-3648.213,1;2;3;6,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,RexPoppunEx,TrexPoppunExStage,obj2448,ChangeStageArea,4250.000,2165.404,8250.000,1;2;3;6,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,PlainStart,WaterfallWorldHomeStage,obj21,ShineGrand,-9650.000,6300.000,-200.000,2,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,WaterfallWorldRacemanStart,,obj2742,PlayerStartObjNoLink,12504.840,556.237,3167.345,2;3,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,MoonRock,,obj1030,PlayerStartObjNoLink,-10400.000,6100.000,4850.000,3,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
WaterfallWorldHomeStage,stage_change,WaterfallWorldRacemanStart,,obj2744,PlayerStartObjNoLink,13900.000,588.494,5700.000,4,WaterfallWorldHomeStageMap.szs,WaterfallWorldHomeStageMap.byml
AnimalChaseExStage,stage_change,EX_AnimalChase,ForestWorldHomeStage,obj2247,DokanStageChange,-4092.017,-400.000,12550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,AnimalChaseExStageMap.szs,AnimalChaseExStageMap.byml
BikeSteelExStage,stage_change,bikereturn,CityWorldHomeStage,obj1744,DokanStageChange,-47195.445,1550.000,-33539.672,0,BikeSteelExStageMap.szs,BikeSteelExStageMap.byml
BikeSteelExStage,stage_change,bike,CityWorldHomeStage,obj1745,DokanStageChange,200.000,2100.000,1800.000,0,BikeSteelExStageMap.szs,BikeSteelExStageMap.byml
BikeSteelNoCapExStage,stage_change,BikeSteelNoCapEx,Special1WorldHomeStage,obj7,DokanStageChange,-300.000,2100.000,1700.000,1,BikeSteelNoCapExStageMap.szs,BikeSteelNoCapExStageMap.byml
BikeSteelNoCapExStage,stage_change,BikeSteelNoCapEx_Exit,Special1WorldHomeStage,obj8,DokanStageChange,-47698.336,1550.000,-33642.492,1,BikeSteelNoCapExStageMap.szs,BikeSteelNoCapExStageMap.byml
BullRunExStage,stage_change,BossRaidWorldMoonEx02_Enter,BossRaidWorldHomeStage,obj511,DokanStageChange,-400.000,550.000,5200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,BullRunExStageMap.szs,BullRunExStageMap.byml
BullRunExStage,stage_change,BossRaidWorldMoonEx02_Exit,BossRaidWorldHomeStage,obj512,DokanStageChange,0.000,300.000,-6100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,BullRunExStageMap.szs,BullRunExStageMap.byml
ByugoPuzzleExStage,stage_change,ByugoPuzzle,SnowWorldHomeStage,obj99,ChangeStageArea,0.000,350.000,2680.867,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ByugoPuzzleExStageMap.szs,ByugoPuzzleExStageMap.byml
CapAppearExStage,stage_change,CapAppearExExit,WaterfallWorldHomeStage,obj675,DokanStageChange,-900.000,1850.000,-16900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CapAppearExStageMap.szs,CapAppearExStageMap.byml
CapAppearExStage,stage_change,CapAppearExEnt,WaterfallWorldHomeStage,obj742,DokanStageChange,1200.000,-300.000,7000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CapAppearExStageMap.szs,CapAppearExStageMap.byml
CapRotatePackunExStage,stage_change,kaitendokan,CityWorldHomeStage,obj197,DokanStageChange,-910.500,-700.000,3500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CapRotatePackunExStageMap.szs,CapRotatePackunExStageMap.byml
CapWorldTowerStage,stage_change,Ex,CapWorldHomeStage,obj192,ChangeStageArea,-496.856,-50.000,15457.521,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CapWorldTowerStageMap.szs,CapWorldTowerStageMap.byml
CapWorldTowerStage,stage_change,Goal,CapWorldHomeStage,obj194,ChangeStageArea,-1750.000,7200.000,-3800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CapWorldTowerStageMap.szs,CapWorldTowerStageMap.byml
CityPeopleRoadStage,stage_change,gunsyu,CityWorldHomeStage,obj379,ChangeStageArea,-1100.000,-50.000,-5950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityPeopleRoadStageMap.szs,CityPeopleRoadStageMap.byml
CityPeopleRoadStage,stage_change,gunsyudokan,CityWorldHomeStage,obj248,DokanStageChange,333.000,100.000,1250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityPeopleRoadStageMap.szs,CityPeopleRoadStageMap.byml
CityWorldFactory01Zone,stage_change,under001enter,,obj2,PlayerActorHakoniwa,-5500.000,-200.000,8450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldFactory01ZoneMap.szs,CityWorldFactory01ZoneMap.byml
CityWorldFactoryStage,stage_change,under001enter,CityWorldHomeStage,obj221,DokanStageChange,-6900.000,1000.000,-2650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldFactoryStageMap.szs,CityWorldFactoryStageMap.byml
CityWorldMainTowerStage,stage_change,main_exit,CityWorldHomeStage,obj5,ChangeStageArea,0.000,9600.000,3348.965,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldMainTowerStageMap.szs,CityWorldMainTowerStageMap.byml
CityWorldMainTowerStage,stage_change,main_enter,CityWorldHomeStage,obj7,ChangeStageArea,0.000,1600.000,3376.675,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldMainTowerStageMap.szs,CityWorldMainTowerStageMap.byml
CityWorldSandSlotStage,stage_change,Bonus,CityWorldHomeStage,obj20,ChangeStageArea,0.000,-150.000,950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldSandSlotStageMap.szs,CityWorldSandSlotStageMap.byml
CityWorldShop01Stage,stage_change,shop_coin,CityWorldHomeStage,obj6,ChangeStageArea,0.000,-100.000,350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldShop01StageMap.szs,CityWorldShop01StageMap.byml
CityWorldShop01Stage,stage_change,shop_corect,CityWorldHomeStage,obj159,ChangeStageArea,1250.000,-50.000,350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CityWorldShop01StageMap.szs,CityWorldShop01StageMap.byml
ClashWorldShopStage,stage_change,Kinopio,ClashWorldHomeStage,obj12,ChangeStageArea,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ClashWorldShopStageMap.szs,ClashWorldShopStageMap.byml
ClashWorldShopStage,stage_change,kinopio,,obj2,PlayerActorHakoniwa,0.000,0.000,-400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ClashWorldShopStageMap.szs,ClashWorldShopStageMap.byml
CloudExStage,stage_change,SeaWorldEX2,SeaWorldHomeStage,obj3005,BazookaElectric,1850.000,750.000,11300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CloudExStageMap.szs,CloudExStageMap.byml
CloudExStage,stage_change,SeaWorldEX2Return,SeaWorldHomeStage,obj3007,BazookaElectric,-25300.000,550.000,3500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,CloudExStageMap.szs,CloudExStageMap.byml
Cube2DExStage,stage_change,cube,CloudWorldHomeStage,obj774,DokanStageChange,1650.000,4520.000,-1400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Cube2DExStageMap.szs,Cube2DExStageMap.byml
DonsukeExStage,stage_change,donsuke,CityWorldHomeStage,obj1176,DokanStageChange,12100.000,-50.000,2750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,DonsukeExStageMap.szs,DonsukeExStageMap.byml
DotHardExStage,stage_change,PeachWorldEx2a,PeachWorldHomeStage,obj866,DokanStageChange,-6750.000,-2300.000,500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,DotHardExStageMap.szs,DotHardExStageMap.byml
DotTowerExStage,stage_change,BossRaidWorldEx01_Eixt,BossRaidWorldHomeStage,obj340,BazookaElectric,800.000,9600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,DotTowerExStageMap.szs,DotTowerExStageMap.byml
DotTowerExStage,stage_change,BossRaidWorldEx01_Eixt,BossRaidWorldHomeStage,obj341,BazookaElectric,1350.000,600.000,6150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,DotTowerExStageMap.szs,DotTowerExStageMap.byml
ElectricWireExStage,stage_change,densen,CityWorldHomeStage,obj792,ChangeStageArea,467.809,-850.000,3764.352,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ElectricWireExStageMap.szs,ElectricWireExStageMap.byml
ElectricWireExStage,stage_change,densendokan,CityWorldHomeStage,obj794,DokanStageChange,13945.000,-350.000,-19365.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ElectricWireExStageMap.szs,ElectricWireExStageMap.byml
FastenerExStage,stage_change,FastenerEx,LakeWorldHomeStage,obj263,ChangeStageArea,1000.000,200.000,450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FastenerExStageMap.szs,FastenerExStageMap.byml
FogMountainExStage,stage_change,EX_Mist,ForestWorldHomeStage,obj308,BazookaElectric,0.000,200.000,400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FogMountainExStageMap.szs,FogMountainExStageMap.byml
ForestWorldBonusStage,stage_change,bonus,ForestWorldHomeStage,obj5,DokanStageChange,0.000,0.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldBonusStageMap.szs,ForestWorldBonusStageMap.byml
ForestWorldBonusStage,stage_change,bonus2,ForestWorldHomeStage,obj92,DokanStageChange,0.000,200.000,-1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldBonusStageMap.szs,ForestWorldBonusStageMap.byml
ForestWorldCloudBonusExStage,stage_change,EXCloud,ForestWorldHomeStage,obj8,ChangeStageArea,950.000,-2900.000,-6355.605,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldCloudBonusExStageMap.szs,ForestWorldCloudBonusExStageMap.byml
ForestWorldCloudBonusExStage,stage_change,EXCloud,,obj1560,GrowPlantStartStage,-650.000,-800.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldCloudBonusExStageMap.szs,ForestWorldCloudBonusExStageMap.byml
ForestWorldTowerStage,stage_change,Tower002,ForestWorldHomeStage,obj65,ChangeStageArea,-1873.833,5100.000,-1873.833,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldTowerStageMap.szs,ForestWorldTowerStageMap.byml
ForestWorldTowerStage,stage_change,Tower001,ForestWorldHomeStage,obj67,ChangeStageArea,0.000,-50.000,2600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldTowerStageMap.szs,ForestWorldTowerStageMap.byml
ForestWorldWaterExStage,stage_change,EX_Water_Exit,ForestWorldHomeStage,obj132,DokanStageChange,-300.000,1530.000,-2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWaterExStageMap.szs,ForestWorldWaterExStageMap.byml
ForestWorldWaterExStage,stage_change,EX_Water,ForestWorldHomeStage,obj142,DokanStageChange,-300.000,500.000,6000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWaterExStageMap.szs,ForestWorldWaterExStageMap.byml
ForestWorldWoodsCostumeStage,stage_change,Explorer_Bonus,ForestWorldWoodsStage,obj6,ChangeStageArea,0.000,-100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsCostumeStageMap.szs,ForestWorldWoodsCostumeStageMap.byml
ForestWorldWoodsStage,stage_change,Jyukai001v,ForestWorldHomeStage,obj159,ChangeStageArea,7950.000,4700.000,-18550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,Jyukai002,ForestWorldHomeStage,obj161,ChangeStageArea,-6800.000,4500.000,-18900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,Jyukai004,ForestWorldHomeStage,obj163,ChangeStageArea,-9200.000,2750.000,-4700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,Jyukai003v,ForestWorldHomeStage,obj165,ChangeStageArea,8300.000,2700.000,-4200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,Explorer_Bonus,ForestWorldWoodsCostumeStage,obj83,DoorWarpStageChange,-5875.000,512.984,-23941.805,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,TreasureTree,ForestWorldWoodsTreasureStage,obj136,DokanStageChange,998.969,-1400.000,-8050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,Jyukai001,,obj160,PlayerStartObjNoLink,7900.000,5700.000,-20900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsStage,stage_change,Jyukai003,,obj327,PlayerStartObjNoLink,10350.000,3700.000,-4550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsStageMap.szs,ForestWorldWoodsStageMap.byml
ForestWorldWoodsTreasureStage,stage_change,TreasureTree,ForestWorldWoodsStage,obj11,DokanStageChange,0.000,0.000,450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForestWorldWoodsTreasureStageMap.szs,ForestWorldWoodsTreasureStageMap.byml
ForkExStage,stage_change,ForkEX,LavaWorldHomeStage,obj5759,ChangeStageArea,-926.525,-50.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForkExStageMap.szs,ForkExStageMap.byml
ForkExStage,stage_change,ForkEX,LavaWorldHomeStage,obj5761,ChangeStageArea,-300.000,8650.000,-450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ForkExStageMap.szs,ForkExStageMap.byml
FrogPoisonExStage,stage_change,LakeWorldMoonEX1a,LakeWorldHomeStage,obj4566,DokanStageChange,64200.000,-850.000,36100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FrogPoisonExStageMap.szs,FrogPoisonExStageMap.byml
FrogPoisonExStage,stage_change,LakeWorldMoonEX1b,LakeWorldHomeStage,obj4567,DokanStageChange,58200.000,-500.000,22600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FrogPoisonExStageMap.szs,FrogPoisonExStageMap.byml
FrogSearchExStage,stage_change,FrogSearchExStageEnt,CapWorldHomeStage,obj332,ChangeStageArea,-1250.000,200.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FrogSearchExStageMap.szs,FrogSearchExStageMap.byml
FukuwaraiKuriboStage,stage_change,Fukuwarai,CloudWorldHomeStage,obj29,DokanStageChange,0.000,0.000,1400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FukuwaraiKuriboStageMap.szs,FukuwaraiKuriboStageMap.byml
FukuwaraiMarioStage,stage_change,Fukuwarai2,PeachWorldHomeStage,obj124,BazookaElectric,-0.000,0.000,1400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,FukuwaraiMarioStageMap.szs,FukuwaraiMarioStageMap.byml
GabuzouClockExStage,stage_change,GabuzouClockExdokan,LavaWorldHomeStage,obj900,DokanStageChange,-7700.000,4200.000,-8900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,GabuzouClockExStageMap.szs,GabuzouClockExStageMap.byml
GabuzouClockExStage,stage_change,GabuzouClockEx,LavaWorldHomeStage,obj901,DokanStageChange,-2900.000,900.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,GabuzouClockExStageMap.szs,GabuzouClockExStageMap.byml
Galaxy2DExStage,stage_change,dot01,MoonWorldHomeStage,obj1443,DokanStageChange,16200.000,10450.000,4650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Galaxy2DExStageMap.szs,Galaxy2DExStageMap.byml
Galaxy2DExStage,stage_change,dot00,MoonWorldHomeStage,obj1444,DokanStageChange,7250.000,1250.000,4650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Galaxy2DExStageMap.szs,Galaxy2DExStageMap.byml
GotogotonExStage,stage_change,Goton,LakeWorldHomeStage,obj273,ChangeStageArea,1750.000,-50.000,5750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,GotogotonExStageMap.szs,GotogotonExStageMap.byml
HomeShipInsideStage,stage_change,HomeEntrance,CurrentWorldHome,obj471,ChangeStageArea,0.000,-100.000,-40.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,HomeShipInsideStageMap.szs,HomeShipInsideStageMap.byml
HomeShipInsideStage,stage_change,HomeBackDoor,,obj508,PlayerStartObjNoLink,0.000,1500.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,HomeShipInsideStageMap.szs,HomeShipInsideStageMap.byml
IceWalkerExStage,stage_change,FigureWalker,SnowWorldHomeStage,obj16,ChangeStageArea,0.000,-300.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,IceWalkerExStageMap.szs,IceWalkerExStageMap.byml
IceWaterBlockExStage,stage_change,EX_IceWater,SnowWorldHomeStage,obj436,ChangeStageArea,0.000,-50.000,3850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,IceWaterBlockExStageMap.szs,IceWaterBlockExStageMap.byml
IceWaterBlockExStage,stage_change,EX_IceWater_Exit,SnowWorldHomeStage,obj438,DokanStageChange,3400.000,2400.000,-2400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,IceWaterBlockExStageMap.szs,IceWaterBlockExStageMap.byml
IceWaterDashExStage,stage_change,EX_IceWaterDash,SnowWorldHomeStage,obj127,ChangeStageArea,4600.000,-50.000,-50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,IceWaterDashExStageMap.szs,IceWaterDashExStageMap.byml
IceWaterDashExStage,stage_change,EX_IceWaterDash_Exit,SnowWorldHomeStage,obj267,DokanStageChange,-26450.000,8600.000,24100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,IceWaterDashExStageMap.szs,IceWaterDashExStageMap.byml
ImomuPoisonExStage,stage_change,imomu_01,ClashWorldHomeStage,obj5483,DokanStageChange,-15200.000,-300.000,-4700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ImomuPoisonExStageMap.szs,ImomuPoisonExStageMap.byml
ImomuPoisonExStage,stage_change,imomu_02,ClashWorldHomeStage,obj5484,DokanStageChange,-15300.000,-100.000,-27450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,ImomuPoisonExStageMap.szs,ImomuPoisonExStageMap.byml
JangoExStage,stage_change,ClashWorldMoonEX2,ClashWorldHomeStage,obj278,DokanStageChange,460.000,100.000,2850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,JangoExStageMap.szs,JangoExStageMap.byml
JizoSwitchExStage,stage_change,jizo01,SkyWorldHomeStage,obj189,DokanStageChange,1300.000,1100.000,5400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,JizoSwitchExStageMap.szs,JizoSwitchExStageMap.byml
JizoSwitchExStage,stage_change,jizo02,SkyWorldHomeStage,obj217,DokanStageChange,1900.000,2900.000,-3200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,JizoSwitchExStageMap.szs,JizoSwitchExStageMap.byml
KaronWingTowerStage,stage_change,Patakaron02,SkyWorldHomeStage,obj744,DokanStageChange,1900.000,5550.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,KaronWingTowerStageMap.szs,KaronWingTowerStageMap.byml
